Query	invertebrates-Sbjct	E-value	non_invertebrates-Sbjct	E-value	
DdB|DdB_19620	XP_048256974.1	1.16e-53	WP_140711267.1	1.52e-48
DdB|DdB_19677	XP_046340585.2	5.82e-105	WP_266329488.1	1.21e-46
DdB|DdB_19687	XP_064063719.1	2.1e-27	--	--
DdB|DdB_19808	XP_049800233.1	2.48e-57	WP_284240822.1	1.83e-56
DdB|DdB_19901	XP_024503559.1	9.07e-19	WP_189164496.1	4.64e-12
DdB|DdB_19902	XP_053630348.1	1.9e-09	--	--
DdB|DdB_19914	XP_030750145.1	1.35e-07	--	--
DdB|DdB_19920	XP_003138573.2	6.53e-83	XP_007384975.1	1.9e-13
DdB|DdB_19940	XP_046340585.2	1.2e-63	WP_207634960.1	1.49e-39
DdB|DdB_19979	XP_066957614.1	1.58e-07	--	--
DdB|DdB_19983	XP_033631375.1	1.69e-13	WP_167863879.1	2.65e-07
DdB|DdB_19984	XP_064609216.1	1.11e-100	WP_213126960.1	3.46e-42
DdB|DdB_19985	XP_046340585.2	5.86e-110	WP_207634960.1	9.42e-44
DdB|DdB_20006	XP_055878386.1	8.39e-22	XP_014550330.1	7.87e-11
DdB|DdB_20031	XP_047741612.1	4.65e-07	--	--
DdB|DdB_20125	XP_066019359.1	1.25e-11	XP_062803012.1	1.67e-10
DdB|DdB_20149	XP_027843100.2	2.24e-08	--	--
DdB|DdB_20199	XP_002640240.1	2.24e-30	WP_367202615.1	3.91e-25
DdB|DdB_20304	XP_046628197.1	1.28e-14	--	--
DdB|DdB_20318	XP_046340585.2	4.22e-87	WP_207634960.1	1.05e-37
DdB|DdB_20350	XP_014673205.1	1.17e-12	WP_144077953.1	2.49e-06
DdB|DdB_20379	XP_065067108.1	4.2e-06	--	--
DdB|DdB_20448	XP_006824501.1	4.74e-21	WP_075795102.1	1.1e-11
DdB|DdB_20471	XP_021367590.1	6.9e-85	WP_311766478.1	4.96e-46
DdB|DdB_20472	XP_059163619.1	4.47e-11	WP_311766478.1	1.75e-06
DdB|DdB_20473	XP_021367590.1	8.74e-66	WP_260424968.1	8.9e-48
DdB|DdB_20474	XP_059178380.1	2.84e-24	WP_276351791.1	4.29e-18
DdB|DdB_20478	XP_024498626.1	7.01e-109	WP_267688542.1	9.81e-72
DdB|DdB_20506	XP_057305225.1	1.85e-31	XP_050915913.1	2.85e-24
DdB|DdB_20516	XP_064063778.1	6.09e-09	--	--
DdB|DdB_20566	XP_021346172.1	4.14e-39	XP_007786721.1	8.61e-33
DdB|DdB_20611	XP_046340585.2	8.58e-102	XP_056583996.1	2.83e-47
DdB|DdB_20718	XP_045622502.1	6.73e-62	XP_002615609.2	3.53e-45
DdB|DdB_20719	XP_045591292.1	8.15e-17	XP_002615609.2	6.08e-12
DdB|DdB_20745	NP_508912.1	3.59e-32	XP_014570192.1	2.13e-10
DdB|DdB_20780	XP_006824501.1	3.88e-19	WP_360932752.1	4.09e-12
DdB|DdB_20912	XP_046340585.2	2.75e-111	WP_318341987.1	1.12e-54
DdB|DdB_20913	XP_033747134.1	1.66e-40	XP_057252193.1	2.38e-21
DdB|DdB_20919	XP_045589220.1	1.4e-48	WP_207634960.1	9.23e-27
DdB|DdB_20973	XP_045624560.1	1.42e-20	WP_187351258.1	8.44e-20
DdB|DdB_21050	XP_018902252.1	2.37e-22	WP_116623882.1	4.14e-30
DdB|DdB_21073	XP_065057699.1	1.16e-21	WP_187351258.1	7.55e-16
DdB|DdB_21109	XP_026730214.1	1.17e-11	WP_053068965.1	8.02e-14
DdB|DdB_21142	XP_020305103.1	2.89e-08	--	--
DdB|DdB_21173	XP_046340585.2	8.11e-61	WP_207634960.1	4.4e-38
DdB|DdB_21174	XP_046340585.2	5.31e-84	XP_057252193.1	1.14e-44
DdB|DdB_21261	XP_020305963.1	1.23e-14	WP_176725478.1	2.09e-09
DdB|DdB_21324	NP_500595.2	5.9e-09	--	--
DdB|DdB_21356	XP_053584992.1	6.89e-06	--	--
DdB|DdB_21461	XP_048252657.1	5.13e-11	--	--
DdB|DdB_21463	XP_048252657.1	9.09e-77	WP_114491659.1	9.6e-56
DdB|DdB_21468	XP_048252657.1	5.45e-22	WP_114491659.1	4.5e-13
DdB|DdB_21470	XP_063692886.1	1.19e-32	WP_370906307.1	4.54e-14
DdB|DdB_21472	XP_048252657.1	4.73e-49	WP_114491659.1	2.54e-31
DdB|DdB_21481	XP_048250671.1	6.48e-20	WP_264336995.1	2.14e-20
DdB|DdB_21494	XP_047735505.1	3.52e-08	WP_094649029.1	1.25e-11
DdB|DdB_21530	XP_065210937.1	3.57e-10	XP_058208348.1	2.84e-07
DdB|DdB_21562	XP_046340585.2	3.35e-79	WP_207634960.1	7.98e-53
DdB|DdB_21564	XP_064042697.1	1.78e-42	XP_051437217.1	3.64e-38
DdB|DdB_21565	XP_001900211.2	1.81e-23	WP_348267002.1	2.55e-15
DdB|DdB_21584	XP_057310287.1	1.01e-09	XP_065989035.1	2.24e-06
DdB|DdB_21625	XP_046340585.2	1.37e-85	WP_207634960.1	1.18e-55
DdB|DdB_21674	XP_045609882.1	2.45e-06	XP_002550653.1	1.78e-06
DdB|DdB_21683	XP_064036472.1	2.59e-13	--	--
DdB|DdB_21889	XP_055877189.1	2.63e-39	WP_094050830.1	2.39e-19
DdB|DdB_21890	XP_045589764.1	6.86e-12	WP_281810892.1	2.27e-10
DdB|DdB_21896	XP_046579018.1	1.36e-25	WP_145111551.1	2.17e-133
DdB|DdB_21897	XP_046579018.1	2.91e-27	WP_145081907.1	3.18e-128
DdB|DdB_21915	XP_024510477.1	5.5e-14	--	--
DdB|DdB_21917	XP_059178380.1	1.49e-35	WP_310225214.1	8.88e-23
DdB|DdB_21918	XP_021367590.1	1.52e-63	WP_165346756.1	1.39e-49
DdB|DdB_21919	XP_021367590.1	1.71e-33	WP_181023510.1	2.68e-24
DdB|DdB_21985	XP_002646726.1	5.53e-24	--	--
DdB|DdB_21986	XP_046340585.2	2.39e-75	WP_207634960.1	1.21e-37
DdB|DdB_21987	XP_046340585.2	8.79e-97	WP_207634960.1	2.06e-50
DdB|DdB_22012	XP_064034368.1	3.26e-14	XP_024538724.1	4.34e-09
DdB|DdB_22017	XP_046628197.1	7.95e-14	--	--
DdB|DdB_22051	XP_045589220.1	1.61e-29	WP_207634960.1	1.51e-16
DdB|DdB_22060	XP_003115399.2	2.55e-19	--	--
DdB|DdB_22098	XP_024506522.1	5.55e-18	--	--
DdB|DdB_22130	XP_002156931.1	2.79e-16	WP_129346121.1	9.99e-15
DdB|DdB_22143	XP_046340585.2	1.63e-86	WP_207634960.1	5.77e-51
DdB|DdB_22227	XP_052774376.1	4.28e-14	WP_291932135.1	5.52e-07
DdB|DdB_22233	XP_064044461.1	1.9e-15	--	--
DdB|DdB_22239	XP_063593165.1	1.08e-50	WP_207634960.1	1.06e-31
DdB|DdB_22263	XP_045589684.1	7.23e-07	--	--
DdB|DdB_22328	XP_015785521.1	3.13e-07	--	--
DdB|DdB_22370	XP_055877174.1	1.06e-51	WP_147344667.1	6.31e-66
DdB|DdB_22408	XP_046340585.2	1.51e-80	WP_323156733.1	1.23e-49
DdB|DdB_22485	XP_064033170.1	3.72e-16	--	--
DdB|DdB_22511	XP_060592357.1	5.08e-10	--	--
DdB|DdB_22520	XP_066960604.1	3.3e-26	XP_038719734.1	1.29e-11
DdB|DdB_22523	XP_048252898.1	3.83e-27	XP_060668942.1	2.31e-13
DdB|DdB_22582	XP_003117085.1	4.65e-48	WP_324995877.1	3.72e-29
DdB|DdB_22633	XP_045615744.1	6.69e-09	WP_349544413.1	9.08e-14
DdB|DdB_22639	XP_048256974.1	8.32e-121	WP_235526014.1	8.73e-71
DdB|DdB_22640	XP_048256974.1	1.58e-113	WP_140711267.1	5.13e-69
DdB|DdB_22642	XP_046340585.2	7.92e-116	XP_057548724.1	3.22e-55
DdB|DdB_22690	XP_045596894.1	3.48e-31	WP_153558242.1	5.25e-28
DdB|DdB_22720	NP_501996.2	4.56e-19	WP_206165890.1	3.16e-08
DdB|DdB_22726	XP_024498837.1	1.1e-37	XP_023464095.1	2.5e-26
DdB|DdB_22771	XP_064037459.1	1.21e-30	WP_325027088.1	1.12e-10
DdB|DdB_22774	XP_046340585.2	5.71e-86	WP_207634960.1	6.22e-48
DdB|DdB_22788	XP_024080468.1	5.49e-08	WP_203402705.1	4.03e-12
DdB|DdB_22798	NP_496756.1	2.96e-51	WP_234065690.1	3.02e-30
DdB|DdB_22801	XP_003117085.1	4.5e-38	WP_234065690.1	2.41e-18
DdB|DdB_22827	XP_003100583.2	8.4e-06	--	--
DdB|DdB_22915	XP_064040686.1	1.8e-12	XP_047977056.1	8.55e-09
DdB|DdB_22954	NP_510205.1	5.68e-47	WP_185768877.1	1.57e-12
DdB|DdB_22964	XP_009050345.1	3.46e-07	--	--
DdB|DdB_22967	XP_009050345.1	3.46e-07	--	--
DdB|DdB_22972	XP_006824501.1	1.99e-12	WP_360932752.1	1.23e-11
DdB|DdB_22975	XP_046340585.2	1.07e-37	WP_207634960.1	1.22e-19
DdB|DdB_23034	XP_008559558.1	2.81e-10	--	--
DdB|DdB_23054	XP_053582244.1	1.44e-11	--	--
DdB|DdB_23083	XP_017836770.1	1e-07	--	--
DdB|DdB_23103	XP_020302267.1	1.03e-27	WP_258569139.1	1.6e-21
DdB|DdB_23121	XP_064104256.1	3.74e-22	WP_236311528.1	1.64e-30
DdB|DdB_23191	XP_046340585.2	1.01e-43	WP_277036659.1	2.12e-25
DdB|DdB_23211	XP_052797916.1	2.52e-21	WP_115287929.1	6.42e-18
DdB|DdB_23228	XP_003149440.1	3.57e-12	--	--
DdB|DdB_23232	XP_027202891.1	1.36e-34	XP_042483944.1	1.12e-33
DdB|DdB_23262	XP_065319451.1	5.92e-22	XP_007151777.1	1.16e-10
DdB|DdB_23318	XP_064041512.1	5.1e-11	--	--
DdB|DdB_23375	XP_045588048.1	1.26e-55	WP_207634960.1	3.93e-36
DdB|DdB_23376	XP_045105240.1	5.2e-101	WP_207634960.1	1.73e-53
DdB|DdB_23392	XP_053372827.1	1.88e-07	WP_223741190.1	5.15e-12
DdB|DdB_23404	XP_064054759.1	2.43e-70	XP_014567044.1	4.95e-59
DdB|DdB_23448	XP_060581239.1	7.87e-06	--	--
DdB|DdB_23501	XP_046340585.2	1.39e-95	WP_323156733.1	8.08e-48
DdB|DdB_23542	XP_051167634.1	1.72e-06	XP_017253583.2	2.91e-06
DdB|DdB_23550	XP_042892574.1	3.67e-31	WP_062678105.1	2.22e-12
DdB|DdB_23567	XP_024502753.1	2.69e-40	XP_031022809.1	5.03e-20
DdB|DdB_23578	XP_011680674.2	5.4e-19	WP_318767356.1	1.72e-21
DdB|DdB_23586	XP_033212798.1	3.49e-12	XP_007305248.1	5.3e-10
DdB|DdB_23614	XP_046340585.2	1.48e-89	WP_207634960.1	1.84e-54
DdB|DdB_23683	XP_045618586.1	1.52e-65	XP_065957241.1	7.4e-33
DdB|DdB_23686	XP_060083456.1	2.3e-111	WP_336180879.1	1.27e-56
DdB|DdB_23688	XP_045598292.1	2.61e-56	WP_251768702.1	5.93e-36
DdB|DdB_23705	XP_018008889.1	1.01e-23	WP_323351722.1	3.35e-28
DdB|DdB_23733	XP_063601975.1	1e-17	XP_044694913.1	5.66e-15
DdB|DdB_23738	XP_063545233.1	6.29e-48	WP_067586479.1	2.31e-32
DdB|DdB_23788	XP_064043530.1	1.83e-16	--	--
DdB|DdB_23836	XP_015592454.1	3.06e-11	WP_121573942.1	1.01e-11
DdB|DdB_23841	XP_015592454.1	1.77e-11	WP_167049396.1	6.8e-29
DdB|DdB_23859	XP_021367590.1	3.87e-52	XP_022973528.1	4.03e-37
DdB|DdB_23860	XP_021367590.1	1.48e-26	WP_071503096.1	8.53e-19
DdB|DdB_23877	XP_003113290.2	1.02e-06	--	--
DdB|DdB_23882	XP_046340585.2	3.94e-101	WP_207634960.1	1.05e-43
DdB|DdB_23927	XP_063439571.1	4.45e-25	XP_051417750.1	7.73e-17
DdB|DdB_23952	XP_037959258.1	6.68e-10	XP_028075514.1	1.06e-08
DdB|DdB_23958	XP_057380748.1	9.26e-21	XP_021760514.1	6.48e-19
DdB|DdB_23971	XP_006824501.1	7.96e-33	WP_004759495.1	7.26e-18
DdB|DdB_23977	XP_052221587.1	6.78e-30	XP_007513473.1	7.63e-22
DdB|DdB_24065	XP_059168343.1	1.85e-13	WP_335235066.1	4.64e-11
DdB|DdB_24069	XP_046340585.2	4.64e-88	XP_057252193.1	7.91e-37
DdB|DdB_24140	XP_013299761.2	1.23e-07	--	--
DdB|DdB_24143	XP_032232045.1	1.46e-08	--	--
DdB|DdB_24215	XP_055691726.1	3.56e-24	WP_370294138.1	0.0
DdB|DdB_24218	XP_053698016.1	9.6e-65	WP_256542563.1	3.05e-173
DdB|DdB_24225	XP_063632211.1	5.53e-10	XP_021879575.1	1.14e-06
DdB|DdB_24248	XP_002632330.1	9.34e-29	--	--
DdB|DdB_24270	XP_002636866.1	2.96e-14	XP_049971139.1	1.19e-08
DdB|DdB_24282	XP_042936516.1	1.77e-10	--	--
DdB|DdB_24301	XP_052809386.1	4.8e-06	--	--
DdB|DdB_24362	NP_499979.3	1.5e-20	--	--
DdB|DdB_24365	XP_045590928.1	1.54e-95	WP_140711267.1	1.67e-67
DdB|DdB_24434	XP_005091566.1	2.55e-75	WP_334671411.1	5.29e-68
DdB|DdB_24435	XP_022093271.1	1.93e-27	XP_023462096.1	4.81e-21
DdB|DdB_24506	XP_017021868.1	8.05e-22	WP_345193668.1	2.41e-17
DdB|DdB_24532	XP_065315373.1	6.98e-07	--	--
DdB|DdB_24541	XP_020305103.1	1.4e-18	--	--
DdB|DdB_24563	XP_065883118.1	2.34e-07	WP_206679256.1	9.42e-09
DdB|DdB_24581	XP_065897942.1	9.02e-11	--	--
DdB|DdB_24593	XP_003097695.1	4.12e-08	--	--
DdB|DdB_24598	XP_046340585.2	6.41e-86	XP_021716352.1	1.39e-39
DdB|DdB_24762	XP_065210459.1	3.23e-22	XP_057756645.1	3.38e-19
DdB|DdB_24767	XP_018496275.1	2.37e-07	--	--
DdB|DdB_24784	XP_049845394.1	8.26e-20	WP_167470377.1	6.1e-25
DdB|DdB_24797	XP_063673698.1	5.43e-92	XP_007508450.1	1.7e-57
DdB|DdB_24819	XP_042231202.1	3.64e-16	WP_315943416.1	8.59e-18
DdB|DdB_24837	XP_062575529.1	1.83e-09	WP_321544040.1	7.74e-08
DdB|DdB_24842	XP_041467293.1	3e-67	WP_341816270.1	5.27e-62
DdB|DdB_24844	XP_046549943.1	4.72e-23	WP_190804594.1	4.6e-20
DdB|DdB_24845	XP_064595883.1	1.22e-25	WP_133308323.1	1.21e-28
DdB|DdB_24846	XP_046569873.1	8.58e-24	XP_065982638.1	1.49e-26
DdB|DdB_24861	XP_049843119.1	1.52e-14	WP_264706741.1	2.67e-15
DdB|DdB_24867	XP_045599984.1	5.4e-23	WP_265552120.1	9.51e-23
DdB|DdB_24884	XP_055870328.1	1.16e-82	WP_323156733.1	3.36e-79
DdB|DdB_24904	XP_046628197.1	3.99e-14	--	--
DdB|DdB_24963	XP_066593343.1	1.11e-07	WP_074550067.1	4.51e-07
DdB|DdB_24969	XP_042150638.1	8.43e-06	--	--
DdB|DdB_24980	XP_055951093.1	1.23e-18	XP_027335881.1	7.82e-11
DdB|DdB_24981	XP_063593165.1	1.39e-56	WP_207634960.1	1.9e-37
DdB|DdB_25064	XP_018015473.1	4.25e-09	WP_118962048.1	1.03e-06
DdB|DdB_25075	XP_047122047.1	5.98e-16	WP_080732627.1	2.79e-19
DdB|DdB_25080	XP_009026309.1	9.93e-78	XP_047341996.1	3.58e-37
DdB|DdB_25086	XP_048256974.1	1.68e-110	WP_140711267.1	5.68e-70
DdB|DdB_25102	XP_057305225.1	1.77e-31	XP_050915913.1	2.07e-24
DdB|DdB_25134	XP_059163619.1	7.8e-21	WP_162107558.1	1.21e-08
DdB|DdB_25142	XP_054710135.1	7.16e-15	XP_059318220.1	4.87e-14
DdB|DdB_25174	XP_006824501.1	6.85e-11	WP_093747270.1	4.25e-09
DdB|DdB_25204	XP_014224023.1	3.96e-18	XP_041294835.1	2.75e-16
DdB|DdB_25239	NP_506750.1	1.34e-14	--	--
DdB|DdB_25249	XP_046340585.2	7.76e-64	WP_207634960.1	1.43e-38
DdB|DdB_25263	XP_046340585.2	1.78e-44	WP_207634960.1	1.43e-27
DdB|DdB_25339	XP_064070154.1	2.21e-24	XP_043713827.1	1.37e-06
DdB|DdB_25346	XP_023248427.1	5.21e-07	--	--
DdB|DdB_25430	XP_045589232.1	1e-10	--	--
DdB|DdB_25440	XP_013173583.1	1.05e-07	--	--
DdB|DdB_25513	XP_042934870.1	3.66e-18	--	--
DdB|DdB_25521	XP_048002643.1	4.3e-34	XP_007513494.1	3.21e-24
DdB|DdB_25532	XP_048002643.1	1.4e-49	WP_203130006.1	6.66e-34
DdB|DdB_25533	XP_048002643.1	2.57e-68	WP_067586479.1	3.46e-46
DdB|DdB_25550	XP_064382097.1	2.16e-06	WP_155305663.1	1.73e-06
DdB|DdB_25551	XP_059163619.1	1.21e-19	WP_260424968.1	6.49e-14
DdB|DdB_25552	XP_021367590.1	4.68e-40	WP_193763363.1	4.62e-25
DdB|DdB_25553	XP_021367590.1	9.54e-83	WP_260424968.1	7.1e-45
DdB|DdB_25554	XP_059163619.1	3.29e-13	WP_258009875.1	7.14e-10
DdB|DdB_25555	XP_021367590.1	1.35e-46	WP_181023510.1	3.21e-30
DdB|DdB_25596	XP_014207872.1	4.37e-21	--	--
DdB|DdB_25597	XP_033356593.1	7.16e-13	WP_259138242.1	1.33e-11
DdB|DdB_25631	XP_046340585.2	3.65e-80	WP_207634960.1	6.31e-51
DdB|DdB_25654	XP_008480202.1	7.78e-10	XP_051186921.1	2.65e-09
DdB|DdB_25685	XP_064595934.1	5.09e-21	WP_339045352.1	1.92e-20
DdB|DdB_25705	XP_042886989.1	8.18e-41	WP_100367023.1	9.51e-31
DdB|DdB_25712	XP_003102311.1	4.92e-31	--	--
DdB|DdB_25757	NP_500928.2	2.68e-09	--	--
DdB|DdB_25764	XP_021367590.1	2.13e-73	WP_276351791.1	3.34e-42
DdB|DdB_25824	XP_022089497.1	1.45e-08	WP_236881966.1	1.58e-06
DdB|DdB_25858	XP_020305916.1	9.47e-15	--	--
DdB|DdB_25866	XP_006824501.1	7.05e-17	WP_360932752.1	7.41e-11
DdB|DdB_25898	XP_064034368.1	1.23e-69	XP_024523119.1	4.9e-36
DdB|DdB_25907	XP_001894184.1	4.44e-51	--	--
DdB|DdB_25909	XP_013291061.1	4.49e-39	XP_039850280.1	1.28e-36
DdB|DdB_25929	XP_063712120.1	5.57e-16	XP_026460947.1	4.29e-15
DdB|DdB_25965	XP_003141465.1	8.65e-50	XP_018283998.1	9.94e-38
DdB|DdB_25996	XP_001901415.2	5.05e-168	XP_007316774.1	1.6e-145
DdB|DdB_26031	XP_033214115.1	5.24e-06	--	--
DdB|DdB_26069	XP_046340585.2	1.77e-100	XP_021716748.1	1.6e-46
DdB|DdB_26091	XP_045623505.1	1.25e-07	WP_317456947.1	1.33e-06
DdB|DdB_26122	XP_005091566.1	1.81e-76	WP_334671411.1	3.96e-69
DdB|DdB_26124	XP_006824501.1	3.39e-40	WP_207634960.1	5.69e-24
DdB|DdB_26155	XP_044012567.1	6.86e-31	XP_013624474.1	8.91e-22
DdB|DdB_26164	XP_031637063.1	5.4e-06	--	--
DdB|DdB_26202	XP_047739898.1	4.84e-17	XP_060434134.1	4.19e-17
DdB|DdB_26229	XP_046340585.2	3.36e-82	WP_207634960.1	4.74e-53
DdB|DdB_26258	XP_031616976.1	1.14e-97	WP_293153938.1	2.94e-76
DdB|DdB_26275	XP_047103319.1	8.34e-23	XP_042927225.1	3.37e-22
DdB|DdB_26323	XP_063593165.1	2.16e-22	WP_075795102.1	1.84e-16
DdB|DdB_26337	XP_046340585.2	2.17e-109	XP_021716352.1	1.59e-50
DdB|DdB_26363	XP_049816242.1	7.31e-15	NP_001280920.1	1.92e-09
DdB|DdB_26397	XP_064595934.1	1.83e-40	WP_192818956.1	1.33e-39
DdB|DdB_26398	XP_048250671.1	2.59e-21	WP_068670387.1	4.45e-20
DdB|DdB_26450	XP_033329293.1	1.16e-06	--	--
DdB|DdB_26501	XP_063593165.1	1.55e-52	WP_207634960.1	9.51e-32
DdB|DdB_26561	XP_064619750.1	1.77e-10	WP_256553749.1	0.0
DdB|DdB_26564	XP_060081221.1	1.63e-20	WP_256553752.1	2.19e-173
DdB|DdB_26589	XP_063981041.1	1.24e-28	XP_012853866.1	7.43e-28
DdB|DdB_26603	XP_012341447.1	8.29e-07	--	--
DdB|DdB_26627	XP_063673698.1	8.83e-48	WP_067586479.1	1.09e-31
DdB|DdB_26642	XP_059168343.1	1.5e-27	WP_140711267.1	3.62e-34
DdB|DdB_26662	XP_002633756.1	3.12e-55	WP_286238076.1	1.24e-41
DdB|DdB_26663	XP_002633756.1	1.36e-53	WP_286238076.1	1.41e-41
DdB|DdB_26665	XP_065897942.1	3.05e-25	XP_035836001.1	1.84e-17
DdB|DdB_26667	XP_046340585.2	1.91e-97	WP_207634960.1	7.72e-55
DdB|DdB_26688	XP_027048015.1	2.01e-14	XP_025189311.2	1.28e-07
DdB|DdB_26693	XP_021368096.1	5.6e-14	--	--
DdB|DdB_26702	XP_066982634.1	2.42e-07	--	--
DdB|DdB_26763	XP_064061553.1	5.16e-16	WP_171627278.1	3.39e-07
DdB|DdB_26805	XP_046340585.2	1.98e-94	WP_207634960.1	1.52e-52
DdB|DdB_26810	XP_001899605.1	2.81e-10	XP_005649138.1	2.77e-06
DdB|DdB_26811	XP_023936095.2	1.4e-09	--	--
DdB|DdB_26839	XP_049866130.1	1.56e-08	WP_373209984.1	2.09e-12
DdB|DdB_26848	XP_006824501.1	6e-21	WP_004759495.1	5.16e-16
DdB|DdB_26894	XP_045590036.1	1.47e-10	XP_049178271.1	1.99e-11
DdB|DdB_26911	XP_014224023.1	4.03e-18	XP_041251509.1	1.63e-16
DdB|DdB_26915	XP_003149026.1	2.38e-15	--	--
DdB|DdB_26924	XP_055371489.1	6.97e-29	XP_027918390.1	2.76e-16
DdB|DdB_26925	XP_013063513.2	2.31e-52	XP_024363354.1	3.43e-32
DdB|DdB_26935	XP_001623291.2	1.43e-08	WP_119683010.1	9.75e-11
DdB|DdB_26943	XP_064062090.1	2.35e-55	XP_007330446.1	7.97e-45
DdB|DdB_26949	XP_008548665.1	8.66e-17	XP_049245176.1	5.47e-17
DdB|DdB_26950	NP_496690.1	1.03e-23	WP_224247599.1	4.62e-16
DdB|DdB_26965	XP_018008889.1	5.83e-44	WP_169926223.1	4.27e-47
DdB|DdB_26966	XP_046340585.2	1.27e-63	WP_207634960.1	3.34e-39
DdB|DdB_26967	XP_048244094.1	8.25e-09	--	--
DdB|DdB_26977	XP_033746904.1	6.09e-15	WP_325880362.1	1.08e-21
DdB|DdB_26985	XP_037571046.1	6.41e-12	--	--
DdB|DdB_27005	XP_064039651.1	3.52e-11	--	--
DdB|DdB_27019	XP_018652680.1	5.17e-06	XP_056787151.1	1.98e-10
DdB|DdB_27045	XP_065923705.1	2.23e-56	WP_140711267.1	1.01e-81
DdB|DdB_27085	XP_048250671.1	3.08e-47	WP_172955540.1	4.08e-50
DdB|DdB_27088	XP_063545233.1	6.01e-52	WP_067586479.1	1.58e-40
DdB|DdB_27098	XP_013305231.2	8.74e-16	XP_057469170.1	7.4e-13
DdB|DdB_27105	XP_023325165.1	4.38e-17	WP_323351722.1	1.41e-18
DdB|DdB_27125	XP_045182235.2	5.88e-41	WP_345193668.1	1.17e-25
DdB|DdB_27132	XP_020305103.1	2.3e-11	--	--
DdB|DdB_27137	XP_064053723.1	1.55e-43	XP_023469446.1	9.61e-35
DdB|DdB_27159	NP_497261.2	3.32e-10	--	--
DdB|DdB_27186	XP_024505541.1	6.47e-16	--	--
DdB|DdB_27195	XP_058970364.2	4.4e-30	WP_205947224.1	0.0
DdB|DdB_27204	XP_043467020.1	3.53e-15	XP_040245290.1	1.05e-15
DdB|DdB_27220	XP_053588562.1	2.06e-61	XP_007396420.1	1.22e-16
DdB|DdB_27231	XP_046552945.1	5.5e-36	WP_172956152.1	1.27e-43
DdB|DdB_27232	XP_024504947.1	3.84e-117	--	--
DdB|DdB_27288	XP_049832934.1	2.19e-10	--	--
DdB|DdB_27294	XP_048242139.1	4.13e-22	WP_225005990.1	4.28e-15
DdB|DdB_27308	XP_049461421.1	4.11e-10	--	--
DdB|DdB_27319	XP_027223610.1	1.58e-32	XP_012857132.1	3.15e-41
DdB|DdB_27323	XP_046340585.2	1.59e-98	WP_207634960.1	1.01e-44
DdB|DdB_06783	--	--	WP_003244064.1	4.44e-62
DdB|DdB_06790	--	--	WP_085185281.1	1.26e-95
DdB|DdB_06796	--	--	WP_032724977.1	1.85e-105
DdB|DdB_06800	--	--	WP_342006464.1	2.7e-89
DdB|DdB_06801	--	--	WP_342006465.1	0.0
DdB|DdB_06804	--	--	WP_015715059.1	1.35e-82
DdB|DdB_06805	--	--	WP_061890970.1	0.0
DdB|DdB_06807	--	--	WP_003243364.1	3.82e-115
DdB|DdB_06809	--	--	WP_342006466.1	0.0
DdB|DdB_06810	--	--	WP_024572083.1	2.34e-138
DdB|DdB_06811	--	--	WP_131228299.1	0.0
DdB|DdB_06814	--	--	WP_161476544.1	8.6e-43
DdB|DdB_06819	--	--	WP_042976993.1	0.0
DdB|DdB_06822	--	--	WP_015250813.1	6.76e-112
DdB|DdB_06823	--	--	WP_332603843.1	0.0
DdB|DdB_06826	--	--	WP_162105773.1	8.33e-67
DdB|DdB_06831	--	--	WP_014478534.1	8.89e-148
DdB|DdB_06832	--	--	WP_326146825.1	2.54e-106
DdB|DdB_06833	--	--	WP_342006469.1	1.29e-48
DdB|DdB_06834	--	--	WP_342006470.1	3.54e-166
DdB|DdB_06837	--	--	WP_160244406.1	4.52e-45
DdB|DdB_06839	--	--	WP_315916217.1	5.37e-114
DdB|DdB_06840	--	--	WP_342006473.1	0.0
DdB|DdB_06841	--	--	WP_342006474.1	4.57e-106
DdB|DdB_06843	--	--	WP_212059281.1	0.0
DdB|DdB_06853	--	--	WP_202412115.1	1.52e-97
DdB|DdB_06854	--	--	WP_268548589.1	3.7e-115
DdB|DdB_06855	--	--	WP_339204314.1	6.94e-49
DdB|DdB_06856	--	--	WP_003243994.1	1.2e-92
DdB|DdB_06858	--	--	WP_306289294.1	1.94e-143
DdB|DdB_06859	--	--	WP_106073211.1	4.23e-170
DdB|DdB_06860	--	--	WP_106073212.1	0.0
DdB|DdB_06861	--	--	WP_049140851.1	7.25e-67
DdB|DdB_06862	--	--	WP_106073213.1	3.67e-37
DdB|DdB_06865	--	--	WP_213379635.1	0.0
DdB|DdB_06871	--	--	WP_128442029.1	5.66e-62
DdB|DdB_06873	--	--	WP_341117213.1	6.81e-131
DdB|DdB_06880	--	--	WP_326352522.1	9.85e-46
DdB|DdB_06881	--	--	WP_014481413.1	0.0
DdB|DdB_06887	--	--	WP_095010808.1	0.0
DdB|DdB_06888	--	--	WP_045589830.1	3.84e-45
DdB|DdB_06889	--	--	WP_268284631.1	2.17e-74
DdB|DdB_06890	--	--	WP_003227093.1	3.25e-80
DdB|DdB_06891	--	--	WP_032722762.1	4.8e-79
DdB|DdB_06892	--	--	WP_032722761.1	8.23e-85
DdB|DdB_06895	--	--	WP_163130400.1	0.0
DdB|DdB_06899	--	--	WP_327840977.1	0.0
DdB|DdB_06900	--	--	WP_080529982.1	2.71e-143
DdB|DdB_06902	--	--	WP_088272579.1	9.41e-102
DdB|DdB_06906	--	--	WP_208556215.1	3.05e-41
